ПРИБОР: СИБ-ЕР-20 ВЕР.ПО: 2.2B
ИМЯ: Sib113 ЗАВ.№: 
ДАТА И ВРЕМЯ СОЗДАНИЯ ФАЙЛА: 11/07/23,15:55:28
ЗОНД №:  ТИП: Цилиндрический ВРЕМЯ ЖИЗНИ: 254 мкм

ДАТА, ВРЕМЯ, ТЕМПЕРАТУРА *С, Uбат(В), Кацп, Эацп, К/Э, (К/Э)/1000000, Примечание
25/07/23, 05:02:29, 40.88, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:07:15, 41.19, 6.27, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:12:02, 41.50, 6.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:16:48, 41.94, 6.35, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:21:33, 42.25, 6.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:26:19, 42.56, 6.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:31:05, 42.81, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:35:52, 43.06, 6.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:40:38, 43.25, 6.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:45:23, 43.38, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:50:10, 43.50, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:54:56, 43.50, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 05:59:42, 43.63, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:04:27, 43.69, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:09:13, 43.75, 6.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:14:00, 43.75, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:18:46, 43.75, 6.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:23:31, 43.75, 6.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:28:17, 43.75, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:33:03, 43.75, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:37:48, 43.75, 6.60, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:42:34, 43.69, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:47:20, 43.69, 6.60, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:52:06, 43.75, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 06:56:52, 43.81, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:01:39, 43.81, 6.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:06:25, 43.87, 6.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:11:11, 43.94, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:15:56, 44.00, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:20:43, 44.00, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:25:29, 44.00, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:30:14, 44.00, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:35:00, 44.00, 6.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:39:46, 43.87, 6.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:44:32, 43.81, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:49:19, 43.63, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:54:05, 43.56, 6.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 07:58:51, 43.56, 6.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:03:37, 43.69, 6.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:08:22, 43.81, 6.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:13:08, 43.94, 6.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:17:54, 44.00, 6.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:22:39, 44.00, 6.31, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:27:25, 43.87, 6.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:32:11, 43.75, 6.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:36:56, 43.56, 6.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:41:42, 43.44, 6.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:46:28, 43.38, 6.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:51:13, 43.25, 6.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 08:55:59, 43.06, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:00:44, 43.00, 6.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:05:30, 43.06, 6.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:10:16, 43.19, 6.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:15:02, 43.31, 6.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:19:48, 43.38, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:24:33, 43.50, 6.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:29:19, 43.63, 6.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:34:06, 43.75, 6.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:38:51, 43.87, 6.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:43:37, 44.00, 6.23, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:48:23, 44.06, 6.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:53:09, 44.13, 6.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 09:57:55, 44.13, 6.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:02:41, 44.13, 6.31, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:07:27, 43.94, 6.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:12:12, 43.87, 6.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:16:58, 43.69, 6.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:21:44, 43.44, 6.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:26:30, 43.19, 6.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:31:15, 42.94, 6.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:36:01, 42.75, 6.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:40:46, 42.50, 6.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:45:32, 42.38, 6.31, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:50:18, 42.19, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:55:04, 42.00, 6.32, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 10:59:49, 41.81, 6.23, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:04:35, 41.69, 6.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:09:20, 41.44, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:14:06, 41.25, 6.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:18:52, 41.00, 6.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:23:38, 40.69, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:28:24, 40.38, 6.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:33:09, 40.06, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:37:56, 39.69, 6.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:42:42, 39.25, 6.23, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:47:27, 38.75, 6.10, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:52:13, 38.25, 6.27, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 11:56:58, 37.81, 6.14, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:01:44, 37.38, 6.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:06:29, 36.94, 6.03, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:11:15, 36.63, 6.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:16:01, 36.25, 6.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:20:47, 35.88, 6.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:25:33, 35.56, 5.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:30:19, 35.25, 5.88, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:35:05, 35.00, 5.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:39:51, 34.75, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:44:36, 34.56, 5.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:49:22, 34.38, 5.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:54:08, 34.19, 5.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 12:58:54, 34.06, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:03:40, 33.88, 5.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:08:25, 33.69, 5.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:13:11, 33.50, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:17:57, 33.31, 5.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:22:43, 33.19, 5.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:27:29, 33.13, 5.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:32:15, 33.00, 5.62, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:37:00, 32.88, 5.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:41:46, 32.75, 5.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:46:32, 32.56, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:51:17, 32.44, 5.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 13:56:03, 32.31, 5.38, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:00:48, 32.19, 5.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:05:34, 32.13, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:10:19, 32.00, 5.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:15:05, 31.87, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:19:51, 31.69, 5.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:24:37, 31.50, 5.47, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:29:23, 31.31, 5.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:34:10, 31.00, 5.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:38:55, 30.69, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:43:40, 30.44, 5.38, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:48:26, 30.19, 5.32, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:53:12, 30.00, 5.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 14:57:57, 29.81, 5.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:02:43, 29.56, 5.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:07:28, 29.37, 5.21, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:12:14, 29.19, 5.33, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:17:00, 29.00, 5.30, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:21:46, 28.81, 5.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:26:31, 28.69, 5.16, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:31:17, 28.44, 5.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:36:02, 28.31, 5.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:40:48, 28.12, 5.16, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:45:33, 27.87, 5.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:50:19, 27.69, 5.09, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:55:04, 27.44, 5.08, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 15:59:50, 27.25, 5.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:04:36, 27.00, 5.03, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:09:21, 26.81, 5.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:14:07, 26.62, 4.94, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:18:52, 26.37, 5.09, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:23:38, 26.19, 5.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:28:24, 26.00, 4.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:33:09, 25.75, 4.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:37:55, 25.56, 4.94, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:42:41, 25.31, 4.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:47:27, 25.06, 4.77, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:52:13, 24.81, 4.61, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 16:56:59, 24.56, 4.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 17:01:45, 24.37, 4.66, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 17:06:31, 24.12, 4.77, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 17:11:17, 23.94, 4.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 17:16:03, 23.75, 4.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 17:20:48, 23.56, 4.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
16/08/23, 11:42:03, 31.12, 16.59, 1321863, 1284765, 1028875, 1.029, 
16/08/23, 11:58:24, 35.63, 16.13, 1325582, 1288871, 1028483, 1.028, 
16/08/23, 11:58:29, 35.75, 16.16, 1325582, 1288871, 1028483, 1.028, 
16/08/23, 11:58:33, 35.88, 16.15, 1325582, 1288871, 1028483, 1.028, 
16/08/23, 11:58:38, 36.00, 16.17, 1325582, 1288871, 1028483, 1.028, 
16/08/23, 11:58:43, 36.13, 16.32, 1325582, 1288871, 1028483, 1.028, 
16/08/23, 12:02:25, 40.25, 16.36, 1326343, 1293768, 1025178, 1.025, 
16/08/23, 12:10:59, 40.12, 16.25, 1324492, 1293572, 1023902, 1.024, 
16/08/23, 12:11:04, 41.25, 16.37, 1310884, 1278142, 1025616, 1.026, 
16/08/23, 12:19:58, 44.50, 16.24, 1322576, 1290667, 1024722, 1.025, 
16/08/23, 12:21:26, 45.00, 16.53, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:31, 45.00, 16.59, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:36, 45.00, 16.35, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:41, 44.94, 16.35, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:46, 44.94, 16.43, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:50, 44.88, 16.36, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:21:55, 44.88, 16.33, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:22:00, 44.88, 16.32, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:22:05, 44.88, 16.33, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:22:10, 44.94, 16.42, 1324907, 1287608, 1028967, 1.029, 
16/08/23, 12:22:14, 44.94, 16.33, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:22:19, 44.94, 16.30, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:22:24, 44.94, 16.32, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:22:29, 44.94, 16.33, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:22:34, 44.94, 16.42, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:22:38, 45.00, 16.36, 1326250, 1282239, 1034323, 1.034, 
16/08/23, 12:28:48, 43.25, 16.71, 1322279, 1284143, 1029697, 1.030, 
17/08/23, 00:24:22, 15.63, 16.32, 1262488, 1230674, 1025850, 1.026, 
17/08/23, 04:11:04, 29.81, 16.32, 1259972, 1232446, 1022334, 1.022, 
17/08/23, 04:17:17, 32.44, 16.33, 1262639, 1233581, 1023555, 1.024, 
17/08/23, 04:23:43, 34.38, 16.35, 1263629, 1234236, 1023814, 1.024, 
17/08/23, 04:29:40, 34.75, 16.24, 1261330, 1229839, 1025605, 1.026, 
17/08/23, 04:30:16, 35.31, 16.36, 1263785, 1235015, 1023295, 1.023, 
17/08/23, 10:26:22, 29.31, 16.57, 1267606, 1234137, 1027119, 1.027, 
17/08/23, 11:19:47, 35.69, 16.42, 1267407, 1238991, 1022934, 1.023, 
17/08/23, 11:20:06, 36.19, 16.47, 1267407, 1238991, 1022934, 1.023, 
17/08/23, 11:20:11, 36.31, 16.44, 1267407, 1238991, 1022934, 1.023, 
17/08/23, 11:26:15, 38.94, 16.74, 1267373, 1239164, 1022764, 1.023, 
17/08/23, 23:22:22, 18.37, 16.52, 1267981, 1236833, 1025183, 1.025, 
18/08/23, 04:46:44, 23.69, 16.54, 1266253, 1237346, 1023362, 1.023, 
18/08/23, 04:53:10, 29.31, 16.58, 1266447, 1238338, 1022698, 1.023, 
18/08/23, 04:59:23, 30.37, 16.36, 1267241, 1238743, 1023005, 1.023, 
18/08/23, 12:57:22, 16.62, 16.39, 1266969, 1235821, 1025204, 1.025, 
18/08/23, 13:20:33, 23.19, 16.28, 1266635, 1237209, 1023784, 1.024, 
18/08/23, 13:28:48, 29.56, 16.35, 1267909, 1237867, 1024269, 1.024, 
18/08/23, 19:24:22, 15.44, 16.41, 1266022, 1234454, 1025572, 1.026, 
19/08/23, 04:02:40, 23.12, 16.54, 1264512, 1237390, 1021918, 1.022, 
19/08/23, 04:09:09, 26.31, 16.52, 1266845, 1236936, 1024179, 1.024, 
19/08/23, 04:22:03, 29.44, 16.59, 1268972, 1237859, 1025134, 1.025, 
19/08/23, 10:17:22, 20.37, 16.52, 1268992, 1236255, 1026480, 1.026, 
19/08/23, 11:44:43, 23.56, 16.25, 1267666, 1237144, 1024671, 1.025, 
19/08/23, 11:56:29, 26.94, 16.61, 1267768, 1238801, 1023383, 1.023, 
19/08/23, 12:02:17, 28.87, 16.63, 1267946, 1239554, 1022905, 1.023, 
19/08/23, 12:04:12, 29.12, 16.30, 1268650, 1238304, 1024506, 1.025, 
19/08/23, 12:06:22, 31.44, 16.32, 1267624, 1238058, 1023880, 1.024, 
19/08/23, 12:08:10, 32.00, 16.64, 1267359, 1238490, 1023309, 1.023, 
19/08/23, 18:03:22, 15.94, 16.39, 1269494, 1239094, 1024534, 1.025, 
25/08/23, 04:10:41, 33.19, 16.35, 1281701, 1254047, 1022051, 1.022, 
25/08/23, 04:10:45, 33.38, 16.35, 1281701, 1254047, 1022051, 1.022, 
25/08/23, 04:10:50, 33.56, 16.43, 1281701, 1254047, 1022051, 1.022, 
25/08/23, 04:12:56, 36.00, 16.71, 1275363, 1246891, 1022834, 1.023, 
25/08/23, 04:19:32, 36.88, 16.72, 1266163, 1235887, 1024497, 1.024, 
25/08/23, 04:25:20, 38.56, 16.75, 1275883, 1250104, 1020621, 1.021, 
25/08/23, 10:21:22, 32.94, 16.71, 1271761, 1242267, 1023742, 1.024, 
25/08/23, 12:21:44, 39.06, 16.55, 1270773, 1244510, 1021103, 1.021, 
25/08/23, 12:28:37, 41.37, 16.80, 1270433, 1245451, 1020058, 1.020, 
25/08/23, 12:34:26, 44.06, 16.58, 1271904, 1244034, 1022402, 1.022, 
25/08/23, 12:40:48, 42.50, 16.81, 1278578, 1244928, 1027029, 1.027, 
25/08/23, 14:38:22, 26.75, 16.54, 1267074, 1240130, 1021726, 1.022, 
26/08/23, 09:51:20, 44.13, 16.81, 1285974, 1250660, 1028236, 1.028, 
26/08/23, 09:58:10, 48.06, 16.83, 1282678, 1250190, 1025986, 1.026, 
26/08/23, 10:04:35, 51.37, 16.64, 1283180, 1249733, 1026763, 1.027, 
26/08/23, 10:11:48, 49.81, 16.86, 1284410, 1251243, 1026507, 1.027, 
26/08/23, 12:07:22, 35.31, 16.74, 1271498, 1244383, 1021789, 1.022, 
27/08/23, 09:18:23, 43.50, 16.82, 1292947, 1259619, 1026458, 1.026, 
27/08/23, 09:25:30, 49.13, 16.88, 1301777, 1266705, 1027687, 1.028, 
27/08/23, 11:21:22, 39.13, 16.76, 1279836, 1253300, 1021172, 1.021, 
28/08/23, 08:44:17, 43.31, 16.82, 1261614, 1232562, 1023570, 1.024, 
28/08/23, 08:50:37, 47.38, 16.83, 1282592, 1236863, 1036971, 1.037, 
28/08/23, 12:48:22, 28.06, 16.68, 1281579, 1249525, 1025652, 1.026, 
29/08/23, 12:06:23, 41.81, 16.80, 1265844, 1242619, 1018690, 1.019, 
29/08/23, 12:12:32, 46.06, 16.70, 1284840, 1247064, 1030291, 1.030, 
29/08/23, 12:19:57, 49.00, 16.49, 1289977, 1257238, 1026040, 1.026, 
29/08/23, 16:15:22, 23.00, 16.57, 1278959, 1246708, 1025868, 1.026, 
30/08/23, 04:08:05, 35.75, 16.39, 1269012, 1238782, 1024403, 1.024, 
30/08/23, 04:21:54, 36.88, 16.74, 1277369, 1244801, 1026163, 1.026, 
30/08/23, 08:17:22, 36.56, 16.74, 1280469, 1247628, 1026322, 1.026, 
01/09/23, 04:46:29, 17.44, 16.53, 1278705, 1250895, 1022232, 1.022, 
01/09/23, 04:55:30, 19.69, 16.53, 1276593, 1250588, 1020794, 1.021, 
01/09/23, 08:51:22, 18.12, 16.43, 1275785, 1253011, 1018175, 1.018, 
02/09/23, 05:51:37, 23.06, 16.52, 1284023, 1252106, 1025490, 1.025, 
03/09/23, 05:18:42, 23.81, 16.57, 1279555, 1265568, 1011051, 1.011, 
04/09/23, 09:55:40, 35.25, 16.75, 1294628, 1250108, 1035612, 1.036, 
04/09/23, 10:05:44, 37.31, 16.57, 1266259, 1261636, 1003664, 1.004, 
04/09/23, 10:42:37, 37.13, 16.79, 1291029, 1253515, 1029927, 1.030, 
04/09/23, 14:38:22, 18.44, 16.57, 1276019, 1245180, 1024766, 1.025, 
05/09/23, 09:10:08, 29.75, 16.68, 1260330, 1234491, 1020930, 1.021, 
07/09/23, 09:03:31, 24.69, 16.63, 1301619, 1259823, 1033176, 1.033, 
07/09/23, 10:55:46, 26.62, 16.65, 1279290, 1224699, 1044575, 1.045, 
07/09/23, 11:06:03, 28.44, 16.66, 1271890, 1246523, 1020350, 1.020, 
07/09/23, 15:01:22, 9.44, 16.36, 1271481, 1239846, 1025515, 1.026, 
08/09/23, 08:33:56, 26.81, 16.68, 1267946, 1246173, 1017471, 1.017, 
09/09/23, 09:01:04, 25.75, 16.48, 1264271, 1229485, 1028293, 1.028, 
10/09/23, 09:21:06, 25.62, 16.64, 1274796, 1237371, 1030245, 1.030, 
11/09/23, 09:59:24, 26.06, 16.59, 1275586, 1245099, 1024485, 1.024, 
21/09/23, 11:47:35, 22.87, 16.76, 1124078425, 16782036, -2113925203, 2181.042,
21/09/23, 11:53:35, 25.75, 16.77, 1262200, 1230446, 1025806, 1.026,
21/09/23, 11:59:45, 25.62, 17.09, -402648246, -167767358, -687861840, 3607.105,
21/09/23, 23:55:22, 10.38, 16.82, 1261733, 1229790, 1025974, 1.026,
22/09/23, 11:55:22, 22.31, 16.97, 1265248, 1230907, 1027898, 1.028,
22/09/23, 12:16:30, 30.81, 17.11, 1262531, 1230549, 1025990, 1.026,
23/09/23, 00:12:22, 14.44, 16.91, 1265394, 1232928, 1026332, 1.026,
23/09/23, 12:12:22, 25.94, 17.05, 1274543, 1237511, 1029924, 1.030,
24/09/23, 00:12:22, 9.00, 16.79, 1262731, 1230840, 1025909, 1.026,
24/09/23, 12:12:22, 29.50, 17.11, 1267191, 1231308, 1029142, 1.029,
25/09/23, 00:12:22, 10.25, 16.80, 1265355, 1230944, 1027954, 1.028,
25/09/23, 12:12:22, 24.00, 16.98, 1264985, 1232540, 1026323, 1.026,
25/09/23, 12:35:44, 31.75, 17.11, 1264695, 1232302, 1026286, 1.026,
26/09/23, 00:31:22, 10.69, 16.79, 1266638, 1233434, 1026919, 1.027,
26/09/23, 12:31:22, 28.00, 17.13, 1268124, 1232986, 1028498, 1.028,
27/09/23, 00:31:22, 8.56, 16.75, 1266560, 1233590, 1026726, 1.027,
27/09/23, 12:31:22, 22.62, 16.94, 1266593, 1230398, 1029417, 1.029,
28/09/23, 00:31:22, 3.81, 16.60, 1273236, 1239184, 1027479, 1.027,
28/09/23, 12:31:22, 20.31, 16.93, 1274793, 1242422, 1026054, 1.026,
29/09/23, 00:31:22, 5.31, 16.66, 1270905, 1237320, 1027143, 1.027,
29/09/23, 12:31:22, 22.87, 16.97, 1272061, 1237739, 1027729, 1.028,
30/09/23, 00:31:22, 4.94, 16.54, 1266302, 1231600, 1028176, 1.028,
30/09/23, 12:31:22, 13.94, 16.82, 1264125, 1230362, 1027441, 1.027,
01/10/23, 00:31:22, 7.87, 16.71, 1265772, 1234178, 1025599, 1.026,
