ПРИБОР: СИБ-ЕР-20 ВЕР.ПО: 2.2B
ИМЯ: Sib113 ЗАВ.№: 
ДАТА И ВРЕМЯ СОЗДАНИЯ ФАЙЛА: 11/07/23,15:55:28
ЗОНД №:  ТИП: Цилиндрический ВРЕМЯ ЖИЗНИ: 254 мкм

ДАТА, ВРЕМЯ, ТЕМПЕРАТУРА *С, Uбат(В), Кацп, Эацп, К/Э, (К/Э)/1000000, Примечание
23/07/23, 10:10:23, 43.63, 8.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:15:09, 43.63, 8.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:19:55, 43.63, 8.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:24:41, 43.69, 8.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:29:26, 43.69, 8.72, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:34:12, 43.75, 8.72, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:38:58, 43.75, 8.67, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:43:43, 43.81, 8.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:48:29, 43.75, 8.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:53:15, 43.75, 8.72, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 10:58:00, 43.69, 8.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:02:46, 43.63, 8.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:07:32, 43.50, 8.67, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:12:17, 43.38, 8.72, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:17:03, 43.19, 8.72, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:21:49, 43.00, 8.67, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:26:34, 42.75, 8.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:31:20, 42.38, 8.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:36:06, 42.06, 8.67, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:40:52, 41.69, 8.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:45:38, 41.31, 8.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:50:24, 40.94, 8.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:55:10, 40.56, 8.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 11:59:55, 40.25, 8.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:04:42, 39.94, 8.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:09:27, 39.63, 8.66, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:14:13, 39.31, 8.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:18:59, 39.13, 8.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:23:45, 39.06, 8.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:28:31, 39.06, 8.61, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:33:18, 39.00, 8.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:38:04, 39.00, 8.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:42:49, 39.00, 8.47, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:47:35, 39.00, 8.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:52:21, 39.00, 8.62, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 12:57:07, 38.94, 8.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:01:52, 38.94, 8.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:06:38, 38.88, 8.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:11:24, 38.81, 8.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:16:10, 38.75, 8.55, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:20:56, 38.69, 8.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:25:41, 38.56, 8.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:30:28, 38.44, 8.55, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:35:14, 38.31, 8.55, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:39:59, 38.19, 8.55, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:44:46, 38.13, 8.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:49:31, 38.00, 8.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:54:18, 37.88, 8.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 13:59:03, 37.81, 8.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:03:49, 37.63, 8.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:08:35, 37.56, 8.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:13:20, 37.44, 8.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:18:06, 37.25, 8.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:22:52, 37.13, 8.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:27:38, 36.94, 8.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:32:24, 36.75, 8.50, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:37:10, 36.63, 8.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:41:55, 36.44, 8.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:46:42, 36.25, 8.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:51:27, 36.00, 8.39, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 14:56:13, 35.81, 8.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:00:59, 35.63, 8.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:05:44, 35.38, 8.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:10:30, 35.13, 8.28, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:15:15, 34.94, 8.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:20:01, 34.69, 8.33, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:24:47, 34.38, 8.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:29:33, 34.13, 8.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:34:18, 33.88, 8.34, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:39:04, 33.56, 8.31, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:43:49, 33.31, 8.28, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:48:35, 33.06, 8.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:53:21, 32.75, 8.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 15:58:07, 32.44, 8.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:02:53, 32.13, 8.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:07:39, 31.87, 8.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:12:25, 31.50, 8.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:17:10, 31.19, 8.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:21:56, 30.88, 8.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:26:42, 30.56, 8.17, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:31:28, 30.25, 8.15, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:36:14, 29.94, 8.15, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:41:00, 29.63, 8.15, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:45:45, 29.31, 8.14, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:50:31, 29.06, 8.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 16:55:17, 28.75, 8.08, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:00:02, 28.44, 8.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:04:48, 28.12, 8.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:09:34, 27.87, 8.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:14:19, 27.56, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:19:06, 27.25, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:23:51, 27.00, 8.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:28:37, 26.69, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:33:23, 26.44, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:38:09, 26.19, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:42:54, 25.88, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:47:40, 25.62, 7.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:52:25, 25.37, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 17:57:11, 25.12, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:01:57, 24.87, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:06:43, 24.63, 7.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:11:29, 24.31, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:16:15, 24.12, 7.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:21:01, 23.87, 7.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:25:46, 23.62, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:30:32, 23.44, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:35:18, 23.19, 7.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:40:03, 22.94, 7.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:44:49, 22.75, 7.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:49:35, 22.50, 7.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:54:21, 22.31, 7.67, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 18:59:07, 22.13, 7.61, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:03:53, 21.87, 7.62, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:08:38, 21.69, 7.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:13:24, 21.50, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:18:09, 21.31, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:22:55, 21.12, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:27:40, 20.94, 7.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:32:26, 20.81, 7.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:37:11, 20.62, 7.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:41:57, 20.50, 7.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:46:43, 20.31, 7.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:51:29, 20.19, 7.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 19:56:14, 20.00, 7.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:01:00, 19.87, 7.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:05:46, 19.69, 7.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:10:31, 19.56, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:15:17, 19.37, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:20:03, 19.25, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:24:48, 19.12, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:29:34, 18.94, 7.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:34:20, 18.81, 7.32, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:39:06, 18.62, 7.30, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:43:51, 18.50, 7.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:48:37, 18.37, 7.34, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:53:22, 18.31, 7.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 20:58:08, 18.12, 7.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:02:54, 18.00, 7.35, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:07:39, 17.87, 7.21, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:12:25, 17.75, 7.14, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:17:10, 17.69, 7.17, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:21:56, 17.56, 7.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:26:42, 17.44, 7.09, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:31:27, 17.31, 7.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:36:13, 17.25, 7.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:40:58, 17.12, 7.17, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:45:44, 17.00, 7.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:50:29, 16.94, 7.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 21:55:15, 16.81, 7.08, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:00:01, 16.75, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:04:47, 16.62, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:09:32, 16.56, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:14:18, 16.50, 7.06, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:19:03, 16.37, 7.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:23:49, 16.31, 7.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:28:35, 16.19, 7.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:33:21, 16.12, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:38:06, 16.06, 6.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:42:52, 16.00, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:47:38, 15.94, 7.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:52:23, 15.88, 6.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 22:57:09, 15.81, 6.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:01:55, 15.69, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:06:40, 15.69, 6.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:11:26, 15.63, 6.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:16:11, 15.56, 6.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:20:57, 15.50, 6.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:25:43, 15.50, 6.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:30:28, 15.50, 6.86, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:35:14, 15.50, 6.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:40:00, 15.50, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:44:45, 15.56, 6.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:49:31, 15.56, 6.86, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:54:17, 15.56, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
23/07/23, 23:59:02, 15.56, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:03:48, 15.56, 6.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:08:33, 15.56, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:13:19, 15.56, 6.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:18:05, 15.69, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:22:50, 15.81, 6.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:27:36, 15.88, 6.71, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:32:22, 16.00, 6.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:37:08, 16.12, 6.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:41:54, 16.25, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:46:39, 16.50, 6.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:51:25, 16.75, 6.71, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 00:56:11, 17.06, 6.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:00:57, 17.44, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:05:42, 17.69, 6.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:10:28, 17.94, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:15:14, 18.06, 6.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:20:00, 18.25, 6.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:24:46, 18.62, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:29:31, 19.12, 6.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:34:17, 19.44, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:39:03, 19.75, 6.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:43:49, 20.00, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:48:34, 20.31, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:53:20, 20.62, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 01:58:06, 20.94, 6.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:02:52, 21.37, 6.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:07:38, 21.81, 6.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:12:25, 22.19, 6.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:17:10, 22.56, 6.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:21:56, 22.87, 6.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:26:42, 23.12, 6.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:31:28, 23.62, 7.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:36:15, 24.19, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:41:01, 24.94, 7.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:45:47, 25.69, 7.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:50:33, 26.44, 6.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 02:55:19, 27.19, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:00:05, 27.87, 7.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:04:51, 28.62, 7.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:09:36, 29.31, 7.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:14:23, 29.94, 7.17, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:19:09, 30.62, 7.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:23:55, 31.25, 7.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:28:41, 31.87, 7.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:33:27, 32.50, 7.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:38:12, 33.06, 7.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:42:58, 33.63, 7.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:47:44, 34.19, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:52:30, 34.81, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 03:57:16, 35.38, 7.30, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:02:02, 35.94, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:06:48, 36.50, 7.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:11:33, 37.00, 7.39, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:16:19, 37.56, 7.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:21:06, 38.13, 7.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:25:51, 38.63, 7.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:30:37, 39.13, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:35:23, 39.63, 7.50, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:40:09, 40.06, 7.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:44:55, 40.44, 7.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:49:41, 40.81, 7.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:54:27, 41.19, 7.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 04:59:13, 41.56, 7.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:04:00, 41.94, 7.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:08:46, 42.25, 7.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:13:32, 42.62, 7.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:18:18, 42.94, 7.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:23:04, 43.19, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:27:49, 43.44, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:32:36, 43.69, 7.78, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:37:21, 43.87, 7.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:42:07, 44.06, 7.78, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:46:54, 44.13, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:51:39, 44.25, 7.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 05:56:25, 44.31, 7.78, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:01:11, 44.38, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:05:57, 44.44, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:10:42, 44.44, 7.89, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:15:28, 44.44, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:20:14, 44.44, 7.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:25:00, 44.44, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:29:46, 44.44, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:34:32, 44.50, 7.89, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:39:18, 44.50, 7.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:44:05, 44.50, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:48:50, 44.38, 8.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:53:37, 44.31, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 06:58:23, 44.25, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:03:09, 44.13, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:07:55, 44.00, 8.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:12:41, 43.94, 8.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:17:27, 43.87, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:22:13, 43.81, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:26:58, 43.75, 8.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:31:44, 43.75, 8.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
