$02
01
Handheld device version M2.00.05
Sat Nov 11 03:41:43 2023
DCU3ER Id: 010552  [Probe Type; 11 FLUSH / BAND 020]
Time, Date, Loss (nm), Temperature (C)
18:00:01,28/08/23,00054185, 000.0
02:00:01,29/08/23,00053902, 000.0
10:00:01,29/08/23,00053658, 000.0
18:00:01,29/08/23,00053577, 000.0
02:00:01,30/08/23,00053455, 000.0
10:00:01,30/08/23,00053373, 000.0
18:00:01,30/08/23,00053780, 000.0
02:00:01,31/08/23,00054064, 000.0
10:00:01,31/08/23,00054104, 000.0
18:00:01,31/08/23,00054023, 000.0
02:00:01,01/09/23,00053820, 000.0
10:00:01,01/09/23,00053861, 000.0
18:00:01,01/09/23,00053861, 000.0
02:00:01,02/09/23,00054023, 000.0
10:00:01,02/09/23,00053780, 000.0
18:00:01,02/09/23,00053698, 000.0
02:00:01,03/09/23,00053495, 000.0
10:00:01,03/09/23,00053617, 000.0
18:00:01,03/09/23,00053698, 000.0
02:00:01,04/09/23,00053617, 000.0
10:00:01,04/09/23,00053658, 000.0
18:00:01,04/09/23,00053658, 000.0
02:00:01,05/09/23,00053617, 000.0
10:00:01,05/09/23,00053577, 000.0
18:00:01,05/09/23,00053455, 000.0
02:00:01,06/09/23,00053536, 000.0
10:00:01,06/09/23,00053617, 000.0
18:00:01,06/09/23,00053577, 000.0
02:00:01,07/09/23,00053536, 000.0
10:00:01,07/09/23,00053617, 000.0
18:00:01,07/09/23,00053658, 000.0
02:00:01,08/09/23,00053820, 000.0
10:00:01,08/09/23,00054064, 000.0
18:00:01,08/09/23,00053983, 000.0
02:00:01,09/09/23,00053942, 000.0
10:00:01,09/09/23,00054023, 000.0
18:00:01,09/09/23,00053983, 000.0
02:00:01,10/09/23,00053820, 000.0
10:00:01,10/09/23,00053780, 000.0
18:00:01,10/09/23,00053739, 000.0
02:00:01,11/09/23,00053983, 000.0
10:00:01,11/09/23,00054104, 000.0
18:00:01,11/09/23,00053902, 000.0
02:00:01,12/09/23,00054185, 000.0
10:00:01,12/09/23,00053780, 000.0
18:00:01,12/09/23,00053780, 000.0
02:00:01,13/09/23,00053820, 000.0
10:00:01,13/09/23,00054023, 000.0
18:00:01,13/09/23,00053536, 000.0
02:00:01,14/09/23,00053698, 000.0
10:00:01,14/09/23,00053820, 000.0
18:00:01,14/09/23,00053495, 000.0
02:00:01,15/09/23,00053536, 000.0
10:00:01,15/09/23,00053495, 000.0
18:00:01,15/09/23,00053495, 000.0
03:00:01,16/09/23,00053983, 000.0
11:00:01,16/09/23,00053861, 000.0
19:00:01,16/09/23,00053739, 000.0
03:00:01,17/09/23,00054226, 000.0
11:00:01,17/09/23,00053902, 000.0
19:00:01,17/09/23,00053658, 000.0
03:00:01,18/09/23,00053698, 000.0
11:00:01,18/09/23,00053658, 000.0
19:00:01,18/09/23,00053536, 000.0
03:00:01,19/09/23,00054023, 000.0
11:00:01,19/09/23,00054064, 000.0
19:00:01,19/09/23,00053698, 000.0
03:00:01,20/09/23,00053861, 000.0
11:00:01,20/09/23,00053820, 000.0
19:00:01,20/09/23,00053617, 000.0
03:00:01,21/09/23,00053739, 000.0
11:00:01,21/09/23,00054104, 000.0
19:00:01,21/09/23,00053820, 000.0
03:00:01,22/09/23,00053780, 000.0
11:00:01,22/09/23,00054145, 000.0
19:00:01,22/09/23,00054064, 000.0
03:00:01,23/09/23,00054145, 000.0
11:00:01,23/09/23,00054104, 000.0
19:00:01,23/09/23,00054064, 000.0
03:00:01,24/09/23,00054064, 000.0
11:00:01,24/09/23,00054185, 000.0
19:00:01,24/09/23,00053577, 000.0
03:00:01,25/09/23,00053780, 000.0
11:00:01,25/09/23,00053942, 000.0
19:00:01,25/09/23,00054226, 000.0
03:00:01,26/09/23,00053780, 000.0
11:00:01,26/09/23,00054064, 000.0
19:00:01,26/09/23,00054145, 000.0
03:00:01,27/09/23,00054104, 000.0
11:00:01,27/09/23,00053902, 000.0
19:00:01,27/09/23,00053739, 000.0
03:00:01,28/09/23,00054307, 000.0
11:00:01,28/09/23,00054145, 000.0
19:00:01,28/09/23,00054388, 000.0
03:00:01,29/09/23,00054023, 000.0
11:00:01,29/09/23,00053780, 000.0
19:00:01,29/09/23,00054185, 000.0
03:00:01,30/09/23,00054185, 000.0
11:00:01,30/09/23,00053861, 000.0
19:00:01,30/09/23,00054145, 000.0
03:00:01,01/10/23,00054267, 000.0
11:00:01,01/10/23,00054226, 000.0
19:00:01,01/10/23,00053902, 000.0
03:00:01,02/10/23,00054307, 000.0
11:00:01,02/10/23,00054307, 000.0
19:00:01,02/10/23,00053983, 000.0
03:00:01,03/10/23,00054307, 000.0
11:00:01,03/10/23,00054104, 000.0
19:00:01,03/10/23,00054023, 000.0
03:00:01,04/10/23,00054226, 000.0
11:00:01,04/10/23,00054185, 000.0
19:00:01,04/10/23,00054104, 000.0
03:00:01,05/10/23,00054023, 000.0
11:00:01,05/10/23,00054307, 000.0
19:00:01,05/10/23,00054104, 000.0
03:00:01,06/10/23,00054388, 000.0
11:00:01,06/10/23,00054348, 000.0
