"Instrument Name","Timestamp UTC","Ambient Temp [C]","Battery [V]","0000_Serial","0000_Thick [мм]","0000_Qual","0000_Temp [C]","0002_Serial","0002_Thick [мм]","0002_Qual","0002_Temp [C]","0004_Serial","0004_Thick [мм]","0004_Qual","0004_Temp [C]"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:04",null,null,"2019-02298","7.97859",2,"38.2",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:06",null,null,"2019-02298","7.97859",2,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:08",null,null,"2019-02298","7.97859",2,"38",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:09",null,null,"2019-02298","7.97858",2,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:11",null,null,"2019-02298","7.97858",2,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:30:13",null,null,"2019-02298","7.97854",2,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:37",null,null,"2019-02298","7.97854",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:41",null,null,"2019-02298","7.97271",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:45",null,null,"2019-02298","7.97261",2,"40.7",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:48",null,null,"2019-02298","7.97261",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:53",null,null,"2019-02298","7.9725",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:31:56",null,null,"2019-02298","7.97256",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:32:00",null,null,"2019-02298","7.97256",2,"40.5",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:32:04",null,null,"2019-02298","7.97256",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:32:07",null,null,"2019-02298","7.97256",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:32:10",null,null,"2019-02298","7.97256",2,"40.6",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:32",null,null,"2019-02298","7.97253",2,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:34",null,null,"2019-02298","7.97087",3,"47.3",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:37",null,null,"2019-02298","7.97018",2,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:39",null,null,"2019-02298","7.97018",3,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:41",null,null,"2019-02298","7.9701",3,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:44",null,null,"2019-02298","7.96961",2,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:47",null,null,"2019-02298","7.96941",3,"47.3",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:49",null,null,"2019-02298","7.96939",3,"47.3",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:51",null,null,"2019-02298","7.96928",3,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:41:53",null,null,"2019-02298","7.96928",2,"47.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:15",null,null,"2019-02298","7.96987",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:19",null,null,"2019-02298","7.97182",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:24",null,null,"2019-02298","7.97211",3,"38",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:27",null,null,"2019-02298","7.97211",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:32",null,null,"2019-02298","7.97216",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:35",null,null,"2019-02298","7.97195",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:40",null,null,"2019-02298","7.97198",3,"38.2",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:43",null,null,"2019-02298","7.97197",3,"38.2",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:47",null,null,"2019-02298","7.97198",3,"38.2",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:04:51",null,null,"2019-02298","7.97216",3,"38.1",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:17",null,null,"2019-02298","7.97246",3,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:19",null,null,"2019-02298","7.9751",2,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:21",null,null,"2019-02298","7.9752",2,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:24",null,null,"2019-02298","7.97536",3,"39.9",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:26",null,null,"2019-02298","7.97536",2,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:28",null,null,"2019-02298","7.97536",2,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:30",null,null,"2019-02298","7.97543",3,"39.9",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:33",null,null,"2019-02298","7.97548",2,"39.9",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:35",null,null,"2019-02298","7.97543",3,"39.9",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:06:37",null,null,"2019-02298","7.97524",2,"40",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:32",null,null,"2019-02298","7.97521",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:35",null,null,"2019-02298","7.96823",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:37",null,null,"2019-02298","7.96781",3,"54.5",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:39",null,null,"2019-02298","7.96804",3,"54.5",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:42",null,null,"2019-02298","7.96804",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:44",null,null,"2019-02298","7.96819",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:46",null,null,"2019-02298","7.96821",3,"54.3",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:48",null,null,"2019-02298","7.96857",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:51",null,null,"2019-02298","7.96858",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:52:53",null,null,"2019-02298","7.96863",3,"54.4",,,,,,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:35",null,null,,,,,"2019-02289","8.25456",4,"26.7",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:37",null,null,,,,,"2019-02289","8.24196",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:39",null,null,,,,,"2019-02289","8.24188",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:42",null,null,,,,,"2019-02289","8.24196",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:45",null,null,,,,,"2019-02289","8.24197",4,"26.5",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:47",null,null,,,,,"2019-02289","8.24197",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:49",null,null,,,,,"2019-02289","8.24187",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:51",null,null,,,,,"2019-02289","8.24187",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:53",null,null,,,,,"2019-02289","8.24198",4,"26.6",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:19:55",null,null,,,,,"2019-02289","8.24201",4,"26.5",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:14",null,null,,,,,"2019-02289","8.24205",4,"26.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:17",null,null,,,,,"2019-02289","8.24243",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:19",null,null,,,,,"2019-02289","8.24244",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:22",null,null,,,,,"2019-02289","8.2425",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:24",null,null,,,,,"2019-02289","8.2425",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:27",null,null,,,,,"2019-02289","8.24243",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:29",null,null,,,,,"2019-02289","8.24243",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:32",null,null,,,,,"2019-02289","8.24243",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:35",null,null,,,,,"2019-02289","8.24243",4,"26.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:21:37",null,null,,,,,"2019-02289","8.2424",4,"26.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:07",null,null,,,,,"2019-02289","8.2424",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:09",null,null,,,,,"2019-02289","8.24271",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:11",null,null,,,,,"2019-02289","8.24271",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:13",null,null,,,,,"2019-02289","8.24271",4,"26.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:15",null,null,,,,,"2019-02289","8.24271",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:17",null,null,,,,,"2019-02289","8.24267",4,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:19",null,null,,,,,"2019-02289","8.24267",4,"26.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:21",null,null,,,,,"2019-02289","8.2427",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:23",null,null,,,,,"2019-02289","8.2427",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 06:26:25",null,null,,,,,"2019-02289","8.24267",4,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:33:55",null,null,,,,,"2019-02289","8.19888",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:33:56",null,null,,,,,"2019-02289","8.2301",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:33:58",null,null,,,,,"2019-02289","8.23017",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:00",null,null,,,,,"2019-02289","8.23019",4,"41",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:02",null,null,,,,,"2019-02289","8.23019",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:04",null,null,,,,,"2019-02289","8.23022",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:06",null,null,,,,,"2019-02289","8.23013",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:08",null,null,,,,,"2019-02289","8.23013",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:10",null,null,,,,,"2019-02289","8.23013",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:34:12",null,null,,,,,"2019-02289","8.23011",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:01",null,null,,,,,"2019-02289","8.23005",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:03",null,null,,,,,"2019-02289","8.22996",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:06",null,null,,,,,"2019-02289","8.22996",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:08",null,null,,,,,"2019-02289","8.22997",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:10",null,null,,,,,"2019-02289","8.22997",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:13",null,null,,,,,"2019-02289","8.22992",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:15",null,null,,,,,"2019-02289","8.22992",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:17",null,null,,,,,"2019-02289","8.23001",4,"41",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:20",null,null,,,,,"2019-02289","8.23001",4,"41.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:36:22",null,null,,,,,"2019-02289","8.22999",4,"41.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:21",null,null,,,,,"2019-02289","8.22999",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:23",null,null,,,,,"2019-02289","8.23885",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:25",null,null,,,,,"2019-02289","8.23887",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:26",null,null,,,,,"2019-02289","8.23887",3,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:28",null,null,,,,,"2019-02289","8.23878",3,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:30",null,null,,,,,"2019-02289","8.23878",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:32",null,null,,,,,"2019-02289","8.23882",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:34",null,null,,,,,"2019-02289","8.23882",3,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:36",null,null,,,,,"2019-02289","8.23884",3,"26.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:35:38",null,null,,,,,"2019-02289","8.23869",3,"26.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:04",null,null,,,,,"2019-02289","8.23869",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:09",null,null,,,,,"2019-02289","8.23306",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:15",null,null,,,,,"2019-02289","8.23298",4,"37.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:24",null,null,,,,,"2019-02289","8.23298",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:34",null,null,,,,,"2019-02289","8.23298",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:43",null,null,,,,,"2019-02289","8.23307",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:26:53",null,null,,,,,"2019-02289","8.23307",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:27:02",null,null,,,,,"2019-02289","8.233",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:27:11",null,null,,,,,"2019-02289","8.233",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:27:21",null,null,,,,,"2019-02289","8.233",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:26",null,null,,,,,"2019-02289","8.233",4,"40.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:29",null,null,,,,,"2019-02289","8.22609",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:32",null,null,,,,,"2019-02289","8.22601",4,"40.5",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:34",null,null,,,,,"2019-02289","8.226",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:37",null,null,,,,,"2019-02289","8.22595",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:40",null,null,,,,,"2019-02289","8.226",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:42",null,null,,,,,"2019-02289","8.22595",4,"40.5",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:44",null,null,,,,,"2019-02289","8.22602",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:46",null,null,,,,,"2019-02289","8.22602",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:28:49",null,null,,,,,"2019-02289","8.22602",4,"40.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:39",null,null,,,,,"2019-02289","8.22595",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:42",null,null,,,,,"2019-02289","8.22553",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:44",null,null,,,,,"2019-02289","8.22549",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:47",null,null,,,,,"2019-02289","8.22549",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:49",null,null,,,,,"2019-02289","8.22554",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:52",null,null,,,,,"2019-02289","8.2256",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:54",null,null,,,,,"2019-02289","8.2256",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:56",null,null,,,,,"2019-02289","8.22544",4,"46.4",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:39:59",null,null,,,,,"2019-02289","8.22544",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:40:01",null,null,,,,,"2019-02289","8.22547",4,"46.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:21",null,null,,,,,"2019-02289","8.22558",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:24",null,null,,,,,"2019-02289","8.22784",4,"37.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:26",null,null,,,,,"2019-02289","8.22784",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:28",null,null,,,,,"2019-02289","8.22781",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:31",null,null,,,,,"2019-02289","8.22781",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:33",null,null,,,,,"2019-02289","8.22783",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:35",null,null,,,,,"2019-02289","8.22789",4,"37.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:38",null,null,,,,,"2019-02289","8.22795",4,"37.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:40",null,null,,,,,"2019-02289","8.22795",4,"37.3",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:02:42",null,null,,,,,"2019-02289","8.22791",4,"37.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:31",null,null,,,,,"2019-02289","8.22781",4,"39.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:34",null,null,,,,,"2019-02289","8.22769",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:36",null,null,,,,,"2019-02289","8.22754",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:38",null,null,,,,,"2019-02289","8.22763",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:40",null,null,,,,,"2019-02289","8.2276",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:43",null,null,,,,,"2019-02289","8.22763",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:45",null,null,,,,,"2019-02289","8.2276",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:47",null,null,,,,,"2019-02289","8.22754",4,"39.2",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:50",null,null,,,,,"2019-02289","8.22753",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:04:52",null,null,,,,,"2019-02289","8.22753",4,"39",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:13",null,null,,,,,"2019-02289","8.22754",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:21",null,null,,,,,"2019-02289","8.24121",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:25",null,null,,,,,"2019-02289","8.24127",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:35",null,null,,,,,"2019-02289","8.24128",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:36",null,null,,,,,"2019-02289","8.24132",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:45",null,null,,,,,"2019-02289","8.24139",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:48:57",null,null,,,,,"2019-02289","8.24139",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:49:15",null,null,,,,,"2019-02289","8.24139",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:49:24",null,null,,,,,"2019-02289","8.24133",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:49:26",null,null,,,,,"2019-02289","8.24133",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:28",null,null,,,,,"2019-02289","8.24133",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:31",null,null,,,,,"2019-02289","8.24127",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:34",null,null,,,,,"2019-02289","8.24123",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:36",null,null,,,,,"2019-02289","8.24127",4,"52.8",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:39",null,null,,,,,"2019-02289","8.24134",4,"52.9",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:41",null,null,,,,,"2019-02289","8.24134",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:44",null,null,,,,,"2019-02289","8.24129",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:46",null,null,,,,,"2019-02289","8.24129",4,"53",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:48",null,null,,,,,"2019-02289","8.24132",4,"52.8",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-09-15 11:50:51",null,null,,,,,"2019-02289","8.24132",4,"53.1",,,,
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:31",null,null,,,,,,,,,"2019-02297","7.96304",3,"40.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:33",null,null,,,,,,,,,"2019-02297","7.96331",3,"40.4"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:35",null,null,,,,,,,,,"2019-02297","7.96332",3,"40.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:37",null,null,,,,,,,,,"2019-02297","7.96331",3,"40.4"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:39",null,null,,,,,,,,,"2019-02297","7.96321",3,"40.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:41",null,null,,,,,,,,,"2019-02297","7.96317",3,"40.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:43",null,null,,,,,,,,,"2019-02297","7.96305",3,"40.2"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:45",null,null,,,,,,,,,"2019-02297","7.96296",3,"40.4"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:47",null,null,,,,,,,,,"2019-02297","7.96296",3,"40.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-20 11:44:49",null,null,,,,,,,,,"2019-02297","7.96318",3,"40.2"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:02",null,null,,,,,,,,,"2019-02297","7.96318",4,"43"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:06",null,null,,,,,,,,,"2019-02297","7.83868",4,"43"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:10",null,null,,,,,,,,,"2019-02297","7.83863",4,"43.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:13",null,null,,,,,,,,,"2019-02297","7.83867",4,"43"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:16",null,null,,,,,,,,,"2019-02297","7.83867",4,"42.9"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:20",null,null,,,,,,,,,"2019-02297","7.83867",4,"43.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:23",null,null,,,,,,,,,"2019-02297","7.83854",4,"43.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:27",null,null,,,,,,,,,"2019-02297","7.83854",4,"43"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:31",null,null,,,,,,,,,"2019-02297","7.83855",4,"43.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-23 11:44:34",null,null,,,,,,,,,"2019-02297","7.83864",4,"43"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:12",null,null,,,,,,,,,"2019-02297","7.83855",3,"27.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:14",null,null,,,,,,,,,"2019-02297","7.8338",3,"27"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:17",null,null,,,,,,,,,"2019-02297","7.83374",3,"27.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:19",null,null,,,,,,,,,"2019-02297","7.83376",3,"27.1"
